source,product,Brand_custom,Category_custom,Flavor_custom,Item_custom,name,date,status,sentiment,topic,notes,author,verified,vine,stars,pvotes,tvotes,title,text,image,video,reviewid,reviewlink,parent,statusdt,statustime,helpfulcount,commenttext,commentauthor,officialcomment,totalcomments,commentts,commentdatestring,inputtime
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",5/2/19,Not Assigned,Not Assigned,Not Assigned,,Pam Fox Rollin,TRUE,n/a,5,0,0,Yummy. Filling. Low net carb.,"Totally surprised how great this was... had one from a store, then had a box delivered to the hotel I was staying at! Yummy. Filling. Low net carb.",No,No,R1DKRHEB9JTFFG,https://www.amazon.com/review/R1DKRHEB9JTFFG/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,5/4/19 4:22
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",4/29/19,Not Assigned,Not Assigned,Not Assigned,,dan izhaky,TRUE,n/a,1,0,0,Taste funny,Box came crushed.,No,No,R2WGJ67ALVHZH8,https://www.amazon.com/review/R2WGJ67ALVHZH8/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,5/1/19 20:22
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",4/15/19,Not Assigned,Not Assigned,Not Assigned,,Looking for Mr. Perfect Protein Bar,TRUE,n/a,4,0,0,Yes Dang are tasty!,"I like these bars very much.  They taste better than most protein bars and have a nice crunch and consistency.  Also contain more protein than another bar I like.  They  are milk-free, gluten, and soy free which I need. AND NO SUGAR, sweetened with Stevia which is 0 glycemic.  I wish they were less costly.  I would buy them on auto-refill from Amazon if that was offered.",No,No,R2TV4U5IPMIGSV,https://www.amazon.com/review/R2TV4U5IPMIGSV/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/18/19 12:46
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",4/3/19,Not Assigned,Not Assigned,Not Assigned,,Laura Sira,TRUE,n/a,5,0,0,Healthy snacking tastes great,Tastes so good!!,No,No,R1E7Q9XE1PGDGS,https://www.amazon.com/review/R1E7Q9XE1PGDGS/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",3/10/19,Not Assigned,Not Assigned,Not Assigned,,Todd Council,FALSE,n/a,5,0,0,Delicious!,Low the taste and low carbs.,No,No,R2EQSDAN4MUJTD,https://www.amazon.com/review/R2EQSDAN4MUJTD/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",3/2/19,Not Assigned,Not Assigned,Not Assigned,,MM3,TRUE,n/a,5,0,0,My faves,Love these,No,No,R30XNK5255FT1X,https://www.amazon.com/review/R30XNK5255FT1X/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",2/24/19,Not Assigned,Not Assigned,Not Assigned,,Dianne Singleton,TRUE,n/a,4,0,0,It's a nice snack,"It's not the best tasitng bar ever, but it does fill the void for something sweet.  My fault though - I am NOT a big coconut freak.",No,No,RMC4AHLBLPK4Z,https://www.amazon.com/review/RMC4AHLBLPK4Z/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",2/16/19,Not Assigned,Not Assigned,Not Assigned,,zunar_j5,TRUE,n/a,5,0,0,Very tasty when you need something crunchy!,"Bars are awesome! They are a bit expensive, but if I've learned anything going down the low carb and/or Keto route is that it always costs a bit more to get foods that are better for you and have less refined junk in them. We're used to paying for cheap carbs these days, so getting past the sticker shock can be tough.",No,No,R2IJRR7VPM6E5V,https://www.amazon.com/review/R2IJRR7VPM6E5V/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",1/22/19,Not Assigned,Not Assigned,Not Assigned,,Amazon Customer,TRUE,n/a,5,0,0,Great taste,One of the only low sugar Keto bars that actually doesnâ€™t taste fake. You can tell they use real ingredients,No,No,R3QC9ME19ECXET,https://www.amazon.com/review/R3QC9ME19ECXET/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",11/19/18,Not Assigned,Not Assigned,Not Assigned,,Alyce Jackson-Bostick,TRUE,n/a,5,0,0,DANG!,"This is my 2nd order, DANG, you sure are a tasty treat! Youâ€™re so DANG good youâ€™ll always be on my snack list.",No,No,R1KIKFH4KAM3Q,https://www.amazon.com/review/R1KIKFH4KAM3Q/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07GY3X7KH,Dang,Bars,Almond Vanilla,"Dang Bar - KETO CERTIFIED, Low Carb, Plant Based, Gluten Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)","Dang Bar - KETO CERTIFIED, Low Carb, Low Sugar, Plant-Based, Gluten-Free, Real Food Snack Bar, 3g Sugar, 5g Net Carbs, No Sugar Alcohols or Artificial Sweeteners, 12 Count (Almond Vanilla)",11/17/18,Not Assigned,Not Assigned,Not Assigned,,Earnhardt Jr. 88 Fan,TRUE,n/a,5,0,0,Pretty dang good!:),Love these! Keto is challenging to find a portable snacks but these hit the mark for me! Can't wait to try other flavs!,No,No,R2PDS38JYBOVTP,https://www.amazon.com/review/R2PDS38JYBOVTP/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07GY3X7KH,B07P5TRXYQ,,,,,,,,,,4/12/19 15:33
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",5/10/19,Not Assigned,Not Assigned,Not Assigned,,vct,TRUE,n/a,5,1,1,delicious but messy,"oh man these are good.  i had low expectations going in since the description mentioned the rice being soaked in watermelon juice, but i really wanted to try it because of the glowing reviews and because i love seaweed flavored crackers.  worst idea ever because now i'm hooked.  the crumbs makes it messy to eat because it gets all over my fingers but i have since figured out a solution.  cut a hole big enough in one corner of the bag and just dump the rice cakes straight into my mouth.  no fingers involved, seasoning doesn't go anywhere other than in my mouth, problem solved.  i just ordered the cheddar one to try and can't wait!",No,No,R22IGIDYYQCHE,https://www.amazon.com/review/R22IGIDYYQCHE/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",4/18/19,Not Assigned,Not Assigned,Not Assigned,,kelliegirl6,TRUE,n/a,5,0,0,Yum!,Love the texture. Cheaper than at Whole Foods.,No,No,R31O2H7Y3SVEZ1,https://www.amazon.com/review/R31O2H7Y3SVEZ1/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",3/24/19,Not Assigned,Not Assigned,Not Assigned,,Jennifer,TRUE,n/a,5,0,0,Favorite Rice Cake!,"The Dang line of snack-able rice cakes are my favorite, especially the seaweed cakes. They don't make my blood sugar drop as other lines do, and are substantial enough to feel satisfied with just a handful.",No,No,R3NNEN8SMW51U6,https://www.amazon.com/review/R3NNEN8SMW51U6/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",3/11/19,Not Assigned,Not Assigned,Not Assigned,,Calfy,TRUE,n/a,1,0,0,Not a fan,"These taste horrible, original flavor is better.",No,No,R2GQH63A7KTMQT,https://www.amazon.com/review/R2GQH63A7KTMQT/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",12/1/18,Not Assigned,Not Assigned,Not Assigned,,Ghost,TRUE,n/a,1,0,0,This is absolutely delicious.,"It's very addicting, and the problem with this is it has oil.  If you make something tha taste this good without oil then I'll give you five stars",No,No,R3P2X3I8COBJXF,https://www.amazon.com/review/R3P2X3I8COBJXF/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",9/13/18,Not Assigned,Not Assigned,Not Assigned,,Lauren,TRUE,n/a,4,0,0,Loved it!,Loved it! Somewhat messy to eat since the seaweed seasoning gets everywhere so I think I prefer the coconut flavor but over all I really enjoyed them,No,No,RDFGS5W2UGW8C,https://www.amazon.com/review/RDFGS5W2UGW8C/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",6/5/18,Not Assigned,Not Assigned,Not Assigned,,Berkeley girl,TRUE,n/a,5,0,0,Tasty and fresh,"I have been a fan of Dang chips. Taste fresh, crispy and always fill up my stomach. Not salty like cheap chips",No,No,RC3ZM1WU9CUO1,https://www.amazon.com/review/RC3ZM1WU9CUO1/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",6/1/18,Not Assigned,Not Assigned,Not Assigned,,Michelle E Officer,TRUE,n/a,5,0,0,Five Stars,perfect balance of a sticky rice cracker and seaweed snack!,No,No,RR1JVELLOHI02,https://www.amazon.com/review/RR1JVELLOHI02/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",5/28/18,Not Assigned,Not Assigned,Not Assigned,,sj,TRUE,n/a,5,0,0,Canâ€™t stop eating it!,"Our family tried sticky rice chips as snack, and got addicted right away. The crunchy chips are tasty. We started with original favor and then tried this with seaweed, it tastes so good :)",No,No,R1J4UR7PI0O78L,https://www.amazon.com/review/R1J4UR7PI0O78L/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B07CBGQ9DV,Dang,Sticky Rice Chips,Seaweed,"Dang Sticky Rice Chips, Seaweed, 4 Count","Dang Snackable Rice Cakes, Seaweed, Gluten Free, Non-GMO, 3.5 Ounce Bags, 4 Count",5/10/18,Not Assigned,Not Assigned,Not Assigned,,Rachel Adelman,TRUE,n/a,5,0,0,YUM!,"These are delicious! I got a sample from someone I work with and immediately went out and ordered them. Theyâ€™re a nice, crunchy, light snack. I will say they make a bit of a mess but in my opinion itâ€™s worth it.",No,No,R2G0OXPVX51F78,https://www.amazon.com/review/R2G0OXPVX51F78/ref=cm_cr_dp_title?ie=UTF8&ASIN=B07CBGQ9DV,B06XGFWM27,,,,,,,,,,5/16/19 22:30
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",5/12/19,Not Assigned,Not Assigned,Not Assigned,,D. Johnson,TRUE,n/a,5,0,0,Delicious,I haven't tried this flavor before however it is amazing!!  I ate the entire bag in one sitting and wanted more.  Would definitely recommend this and plan on ordering more!,No,No,RMTVKF5OTA4AC,https://www.amazon.com/review/RMTVKF5OTA4AC/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",5/4/19,Not Assigned,Not Assigned,Not Assigned,,tenurse,TRUE,n/a,5,0,0,delicious,delicious,No,No,RY4MS7BTBHM2A,https://www.amazon.com/review/RY4MS7BTBHM2A/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",4/16/19,Not Assigned,Not Assigned,Not Assigned,,Paulina,TRUE,n/a,5,0,0,Great taste but pricey.,These have more added sugar than I anticipated. Theyâ€™re also really pricey for the amount you get. The taste is great though.,No,No,R2KYRVPLPA03MC,https://www.amazon.com/review/R2KYRVPLPA03MC/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",4/12/19,Not Assigned,Not Assigned,Not Assigned,,Elizabeth Sparks,TRUE,n/a,5,0,0,Super yummy,These are the bomb.com .The flavor is wonderful and satisfying as a snack .,No,No,R1SUL7VRR7K2DP,https://www.amazon.com/review/R1SUL7VRR7K2DP/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",3/26/19,Not Assigned,Not Assigned,Not Assigned,,Julia Rolph,TRUE,n/a,5,0,0,flavor,Excellent flavor and just the right amount of crunch,No,No,R195XJ54RTUCNU,https://www.amazon.com/review/R195XJ54RTUCNU/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",3/23/19,Not Assigned,Not Assigned,Not Assigned,,MG,TRUE,n/a,5,0,0,Very good,These taste great.  Sweet and crunchy.,No,No,RSRR5WHID2K58,https://www.amazon.com/review/RSRR5WHID2K58/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",2/27/19,Not Assigned,Not Assigned,Not Assigned,,Toni tanouye,TRUE,n/a,4,0,0,Tasty,Quite tasty little snack. I wish there was more in the bag.,No,No,R3UY6S15E58JMH,https://www.amazon.com/review/R3UY6S15E58JMH/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",2/11/19,Not Assigned,Not Assigned,Not Assigned,,JinLee,TRUE,n/a,5,0,0,These are delicious!,"I had a friend who introduced me to these and I adore the taste. These are so good and work when you want something crunchy without all the grease and fat of potato chips. Do be sure to portion out a serving size, otherwise you might eat the whole bag!",No,No,R28J9YTN6CDOMZ,https://www.amazon.com/review/R28J9YTN6CDOMZ/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",2/5/19,Not Assigned,Not Assigned,Not Assigned,,Youstina,TRUE,n/a,4,0,0,Would buy again,"Great taste, a little high on carbs and kind of pricey but definitely delicious",No,No,REO89L299W91P,https://www.amazon.com/review/REO89L299W91P/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",2/4/19,Not Assigned,Not Assigned,Not Assigned,,Olivia Ochoa,TRUE,n/a,4,0,0,"Light snack, low fat",So yummy! Worth it!,No,No,R2ZVS3XL9U59UN,https://www.amazon.com/review/R2ZVS3XL9U59UN/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",2/1/19,Not Assigned,Not Assigned,Not Assigned,,Brianna,TRUE,n/a,5,0,0,SOOOO GOOD,"I've had coconut chips before - but they were too chewy. I randomly bought these because I love sea salt caramel flavor. The package had less than expected - there was a decent amount of air. BUT, these are AMAZING! They're so good I have to stop myself from eating all of them! They're sweet and crispy and not chewy!",No,No,R2IHZO6QIH4ELN,https://www.amazon.com/review/R2IHZO6QIH4ELN/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",2/1/19,Not Assigned,Not Assigned,Not Assigned,,Carol Stipanovich,TRUE,n/a,1,0,0,blah,not very flavorful . might be good on salads but not by themselves,No,No,RECOWD7GFMF20,https://www.amazon.com/review/RECOWD7GFMF20/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",1/18/19,Not Assigned,Not Assigned,Not Assigned,,Lisa,TRUE,n/a,4,0,0,Not a Keto snack but taste sooooo good!!!,These are absolutely delish the only problem is after the first bite I knew I should not be eating them while doing Ketoâ€™s.  I was absolutely right you can not have these while doing Ketoâ€™s.  Even though it is coconut sugar and is absorbed slower than regular sugar itâ€™s still sugar!  I should have looked further into if coconut sugar is ok for Ketoâ€™s..my mistake!!  But to be 100% honest these are frigging awesome!!!!,No,No,R3PJU2FPJ0JZSE,https://www.amazon.com/review/R3PJU2FPJ0JZSE/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",1/10/19,Not Assigned,Not Assigned,Not Assigned,,MelAries,TRUE,n/a,5,0,0,Yum!,These are delicious! A healthier â€œcrunchyâ€ù snack. I will definitely order more.,No,No,RSVJT57BHNDAI,https://www.amazon.com/review/RSVJT57BHNDAI/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",11/5/18,Not Assigned,Not Assigned,Not Assigned,,Catj28,TRUE,n/a,5,0,0,DELICIOUS!!!!,You have to try these....you won't be sorry!!,No,No,R2JEZFQEBQU9K0,https://www.amazon.com/review/R2JEZFQEBQU9K0/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
amazon,B00F94YP8U,Dang,Coconut Chips,Caramel Sea Salt,"Dang Gluten Free Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce Bags","Dang Toasted Coconut Chips, Caramel Sea Salt, 3.17 Ounce",10/23/18,Not Assigned,Not Assigned,Not Assigned,,Jeremy W.,TRUE,n/a,5,0,0,Great taste.,Great taste. Bought these with out ever trying them before. My kids love it too.,No,No,R1Q63Y1XEQZ3J8,https://www.amazon.com/review/R1Q63Y1XEQZ3J8/ref=cm_cr_dp_title?ie=UTF8&ASIN=B00F94YP8U,B07BN6WQQS,,,,,,,,,,5/16/19 22:36
